id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
21788688,54921733,Louise,Brooklyn,Flatbush,Private room,85,7,3,0
21789289,119848398,Devi,Bronx,Parkchester,Private room,35,1,14,1
21794374,60291768,Kim,Queens,Elmhurst,Entire home/apt,99,4,42,64
21794522,4575233,Ben,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,2,0
21794873,72205446,Trish,Manhattan,Murray Hill,Entire home/apt,1000,3,10,310
21796185,117711581,On,Brooklyn,Midwood,Entire home/apt,116,2,2,0
21796834,33082247,Jimena,Brooklyn,Greenpoint,Private room,60,3,2,0
21797359,119029523,Ebada,Brooklyn,Fort Hamilton,Entire home/apt,130,4,4,324
21797820,465290,Sam,Brooklyn,Williamsburg,Entire home/apt,350,175,5,362
21797928,6335178,Paula,Brooklyn,Flatbush,Entire home/apt,95,3,24,277
21798411,47735494,Iris,Queens,Rego Park,Shared room,21,1,11,0
21798589,51538706,Moises,Manhattan,East Harlem,Entire home/apt,108,3,1,0
21798722,153141476,Franz,Queens,Briarwood,Entire home/apt,50,1,47,40
21799111,17692768,Isabella,Manhattan,West Village,Entire home/apt,175,6,11,0
21799291,78534291,Max,Manhattan,East Village,Entire home/apt,230,5,3,0
21799470,10440477,Anne-Katrin,Brooklyn,Bedford-Stuyvesant,Private room,60,1,1,0
21800401,85162903,Amelia,Brooklyn,Williamsburg,Entire home/apt,130,3,1,0
21800445,5443000,Erin,Manhattan,East Village,Entire home/apt,299,2,21,2
21800820,1512819,Sydney,Brooklyn,Flatbush,Private room,40,5,12,67
21801370,156042211,Tia,Brooklyn,Canarsie,Private room,40,4,4,37
21801520,5742326,Dina,Manhattan,Harlem,Private room,48,1,1,0
21802458,59281169,Nicole,Manhattan,Greenwich Village,Entire home/apt,300,1,29,39
21802684,137522531,Ali,Queens,Flushing,Entire home/apt,228,5,50,178
21802923,72466752,Nelima,Brooklyn,Bushwick,Private room,60,4,16,42
21803004,156246842,Sandra,Manhattan,Theater District,Private room,99,3,46,25
21803103,60163700,Dee,Manhattan,Harlem,Private room,65,14,13,0
21804600,158781381,Samuel,Brooklyn,East New York,Entire home/apt,90,2,54,255
21805468,158925455,Marlene,Brooklyn,East Flatbush,Entire home/apt,60,2,46,300
21809773,158961969,Victor,Brooklyn,Flatbush,Entire home/apt,110,1,45,18
21810316,28226289,Maxwell,Manhattan,East Village,Entire home/apt,500,4,1,0
21810960,150522833,Jack,Manhattan,Midtown,Entire home/apt,600,1,20,169
21811156,158974584,Emma,Manhattan,East Village,Entire home/apt,125,5,3,0
21811663,15544818,Janice,Bronx,Pelham Gardens,Entire home/apt,62,2,61,68
21811946,2285348,Kevin,Manhattan,East Village,Entire home/apt,196,2,7,0
21812347,1155050,Umar,Manhattan,Chinatown,Entire home/apt,299,2,80,199
21812980,157558461,Rasmus,Brooklyn,Bedford-Stuyvesant,Private room,80,3,2,5
21813179,119651060,Josephine,Manhattan,Hell's Kitchen,Private room,111,4,1,0
21813407,157558461,Rasmus,Brooklyn,Bedford-Stuyvesant,Private room,80,3,3,88
21813491,155014420,Tim And Reuben,Manhattan,East Village,Entire home/apt,184,30,11,313
21813560,19138757,Helen,Brooklyn,Crown Heights,Private room,60,3,4,302
21813814,158997467,Thomas,Brooklyn,Williamsburg,Private room,75,2,41,0
21814527,51152932,Katelynn,Manhattan,Inwood,Entire home/apt,70,1,4,3
21814812,11984140,Emma,Manhattan,East Village,Entire home/apt,210,28,2,78
21814906,6502688,Bryan,Brooklyn,Williamsburg,Entire home/apt,165,2,7,0
21815771,158920456,Diego,Brooklyn,Bedford-Stuyvesant,Private room,40,1,13,184
21815831,24528756,Hamza,Manhattan,Hell's Kitchen,Private room,170,1,3,0
21815842,1931990,Yarden,Brooklyn,Clinton Hill,Entire home/apt,93,3,2,0
21816278,48960226,Julia,Brooklyn,Bedford-Stuyvesant,Private room,47,1,5,0
21816519,24123958,Elliot,Manhattan,West Village,Entire home/apt,175,2,19,0
21816522,39739038,Stephanie,Manhattan,East Harlem,Private room,120,1,3,179
21816757,159023062,Victoria,Brooklyn,Crown Heights,Entire home/apt,70,2,12,0
21817570,7412033,Evan,Manhattan,Upper East Side,Entire home/apt,105,2,14,0
21817889,158764663,Daphne & Jonathan,Brooklyn,Crown Heights,Entire home/apt,275,2,78,325
21817961,66472428,Adrianne,Manhattan,Harlem,Entire home/apt,165,3,1,0
21818110,159027993,Michelle,Queens,Flushing,Private room,48,4,14,171
21818641,159042433,Alexander,Manhattan,Hell's Kitchen,Entire home/apt,195,3,3,0
21822599,18146582,Bert,Brooklyn,Park Slope,Entire home/apt,280,4,2,0
21822619,1280731,Hugh,Queens,Springfield Gardens,Entire home/apt,80,1,214,307
21822750,159020652,JoaoLinda,Brooklyn,Bushwick,Private room,48,2,58,349
21822768,3239797,Rachel,Manhattan,Upper West Side,Entire home/apt,228,7,1,0
21823815,44232555,Dániel,Brooklyn,Williamsburg,Entire home/apt,60,4,2,0
21823931,5962328,Alan,Queens,Flushing,Entire home/apt,90,30,3,281
21824124,159091490,Melissa,Brooklyn,Gowanus,Private room,139,1,82,355
21824323,23818224,Michael,Queens,Sunnyside,Entire home/apt,95,14,5,0
21824416,159091490,Melissa,Brooklyn,Gowanus,Private room,129,1,7,364
21824734,159091490,Melissa,Brooklyn,Gowanus,Private room,119,1,9,364
21824864,27552154,Sylvia,Manhattan,Upper East Side,Private room,90,3,1,0
21825081,157967024,Jade,Manhattan,Chinatown,Entire home/apt,125,4,5,0
21825464,13898361,Charles,Brooklyn,Williamsburg,Private room,55,1,1,0
21825573,72926334,Iquane,Brooklyn,Bedford-Stuyvesant,Entire home/apt,79,1,65,92
21825897,30185313,Ariel,Manhattan,Greenwich Village,Entire home/apt,120,27,4,153
21825923,93705483,Andrea,Manhattan,West Village,Private room,138,2,92,60
21826195,27090361,Kaleisha,Manhattan,Greenwich Village,Entire home/apt,126,3,2,0
21826266,159027871,Chuhan,Manhattan,Upper West Side,Private room,35,10,2,0
21826282,80512824,Yoleni,Manhattan,Harlem,Private room,46,1,5,0
21827276,93011199,Marion,Brooklyn,Bedford-Stuyvesant,Private room,50,1,24,0
21827363,69124870,Ana Y Victor,Brooklyn,Williamsburg,Private room,400,1,23,77
21828822,34692600,Mateo,Brooklyn,Bushwick,Private room,45,2,1,0
21829006,43490965,Nicole,Brooklyn,Bedford-Stuyvesant,Private room,50,2,4,0
21829161,35404558,Brian,Brooklyn,Bedford-Stuyvesant,Private room,300,1,4,0
21829714,41813694,Caro,Queens,Ditmars Steinway,Entire home/apt,95,3,8,3
21829821,159150155,Ronak,Manhattan,Hell's Kitchen,Private room,150,1,1,0
21830694,57882444,Antrice,Bronx,Allerton,Entire home/apt,70,2,7,0
21833222,51032135,Catherine,Brooklyn,Greenpoint,Private room,45,1,1,0
21833559,44761940,David,Brooklyn,Williamsburg,Entire home/apt,280,2,19,0
21833654,159014806,Laura,Manhattan,Financial District,Private room,45,7,3,0
21834484,59749036,Lee,Queens,Maspeth,Entire home/apt,245,2,93,201
21834937,14540215,Merisa,Brooklyn,Bushwick,Private room,50,14,1,0
21835336,22630406,Andrea,Brooklyn,Prospect Heights,Entire home/apt,125,2,14,9
21835893,16356565,Shirley,Brooklyn,Flatbush,Entire home/apt,95,2,41,0
21836092,47343420,Jennifer,Brooklyn,Kensington,Entire home/apt,150,2,10,0
21836176,2233850,Brittney,Brooklyn,Williamsburg,Entire home/apt,100,2,20,0
21836461,9214999,Elsa,Manhattan,East Village,Entire home/apt,125,25,3,0
21837063,122045009,Jeff,Brooklyn,Flatbush,Private room,105,1,73,139
21837620,1703438,Josh,Brooklyn,Carroll Gardens,Private room,59,5,1,0
21838658,5111838,John,Manhattan,Chelsea,Private room,99,7,19,11
21838962,6874341,Charlotte,Brooklyn,Park Slope,Entire home/apt,115,3,2,0
21839021,131476075,Lakisha,Brooklyn,Bushwick,Private room,53,2,19,177
21839960,39346203,Amy,Queens,Forest Hills,Private room,45,2,8,0
21843831,94214493,Dadrine,Brooklyn,East Flatbush,Private room,80,7,1,364
21844040,140433148,Lauren,Brooklyn,Bushwick,Shared room,43,3,32,104
21844210,135554944,Stacey-Ann,Manhattan,Harlem,Entire home/apt,275,2,2,0
21844221,130623170,Aj,Brooklyn,Park Slope,Entire home/apt,200,3,27,336
21844499,1684573,Emily,Manhattan,Upper West Side,Entire home/apt,96,3,2,0
21844578,1349340,Noah,Brooklyn,Clinton Hill,Private room,65,3,2,0
21845154,4495261,Julien,Manhattan,East Village,Entire home/apt,180,7,2,0
21845780,5067783,Patrick,Manhattan,Hell's Kitchen,Private room,125,1,53,42
21848241,41911368,Katie,Brooklyn,Prospect-Lefferts Gardens,Private room,95,1,48,77
21849210,25814915,Ashley,Manhattan,East Village,Entire home/apt,150,4,1,0
21849509,90541057,Taylor,Brooklyn,Crown Heights,Private room,85,1,32,0
21849942,23443666,Shachar,Manhattan,West Village,Entire home/apt,190,7,1,0
21850082,159362106,Matan,Brooklyn,Williamsburg,Private room,61,1,25,7
21850183,49661012,Nompakamiso,Manhattan,Upper East Side,Entire home/apt,130,5,6,7
21850364,7018179,Hugo,Manhattan,Flatiron District,Entire home/apt,180,5,4,0
21850427,6186498,Heeran,Queens,Ridgewood,Private room,60,2,81,34
21850834,159369488,Tara,Queens,Arverne,Entire home/apt,200,2,18,202
21851016,8869512,Antonio,Brooklyn,Crown Heights,Private room,65,3,1,0
21851100,7724142,Christopher,Manhattan,Upper West Side,Entire home/apt,1066,1,2,365
21851228,7709305,Sasha,Manhattan,Midtown,Entire home/apt,200,2,29,18
21851368,153025974,Kelsy,Manhattan,Washington Heights,Entire home/apt,130,3,25,155
21851390,158191137,Thomas,Manhattan,East Village,Private room,70,3,8,0
21851570,159379318,Heini,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,7,4,1
21851586,158757567,Felix,Brooklyn,Park Slope,Entire home/apt,400,3,42,46
21851700,15907782,Chelsea,Manhattan,Chelsea,Entire home/apt,150,3,9,13
21851931,21816029,Melissa,Brooklyn,Greenpoint,Entire home/apt,115,2,17,0
21852060,50175698,Thiru,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,5,1,0
21852211,33658455,Alex,Manhattan,West Village,Entire home/apt,345,3,61,150
21852332,18554823,Agnes,Manhattan,Marble Hill,Entire home/apt,110,1,85,52
21852466,44514403,Stephanie,Manhattan,Morningside Heights,Entire home/apt,150,2,23,0
21853347,67069129,Kevin,Manhattan,Harlem,Entire home/apt,265,2,65,257
21857734,20346657,Leah,Brooklyn,Williamsburg,Private room,42,7,4,53
21857913,159435936,Jonathan,Manhattan,Upper West Side,Entire home/apt,95,15,5,0
21859065,36757798,Nicky,Manhattan,West Village,Entire home/apt,130,6,8,0
21859249,49213265,Mariana,Brooklyn,Crown Heights,Entire home/apt,99,3,4,0
21859359,23039272,Chahine,Brooklyn,Bedford-Stuyvesant,Private room,51,1,1,0
21859466,11844979,V,Brooklyn,Williamsburg,Entire home/apt,300,3,20,318
21859658,3094754,Numi,Brooklyn,Sunset Park,Entire home/apt,259,2,25,355
21860011,9572607,Nicole,Manhattan,Lower East Side,Entire home/apt,250,2,5,4
21860693,9572607,Nicole,Manhattan,Lower East Side,Private room,71,1,5,17
21861551,2431679,Danish,Manhattan,Chelsea,Private room,155,2,7,0
21861819,68550512,Steven,Manhattan,West Village,Entire home/apt,135,4,39,21
21862155,8637211,Judie And Steven,Manhattan,Harlem,Private room,89,1,105,84
21863836,24092147,Jon,Brooklyn,Bushwick,Private room,75,2,1,88
21864653,33435096,Francesca,Brooklyn,Sunset Park,Private room,50,2,44,298
21864747,57291936,Rebecca,Brooklyn,Williamsburg,Private room,70,2,16,3
21865637,159494837,Hongye,Queens,Far Rockaway,Private room,68,1,66,51
21865904,133564044,Kaya,Brooklyn,Flatbush,Private room,80,1,1,0
21866923,95175637,Curtis,Manhattan,East Village,Private room,200,1,2,0
21867440,29599980,Leslie,Brooklyn,Bushwick,Entire home/apt,41,3,1,0
21867598,130183779,Arianne,Manhattan,Financial District,Entire home/apt,200,1,13,1
21867749,41874064,Sheba,Manhattan,Little Italy,Entire home/apt,160,1,22,23
21867771,43756609,Karina,Brooklyn,Bushwick,Private room,55,1,2,0
21868424,6938506,Karina,Brooklyn,Prospect Heights,Private room,60,1,14,0
21868427,24559343,Taeho,Brooklyn,Greenpoint,Entire home/apt,135,2,7,2
21868813,120638903,Ioanna,Queens,Astoria,Entire home/apt,95,6,2,0
21868918,159526448,Natasha,Brooklyn,Williamsburg,Entire home/apt,350,2,16,0
21868933,9282079,Justine,Manhattan,Gramercy,Entire home/apt,245,4,12,0
21869051,97243693,Joyce,Manhattan,Murray Hill,Entire home/apt,150,3,57,49
21869057,11967922,Vishanti & Jeremy,Brooklyn,Greenpoint,Entire home/apt,10,1,93,32
21869167,57002433,Lucile,Manhattan,East Harlem,Private room,69,1,77,0
21869409,157842225,Tara,Manhattan,East Harlem,Entire home/apt,250,3,62,82
21869546,87814281,Sharon,Manhattan,Harlem,Private room,88,1,3,0
21870396,159540426,Kenneth,Manhattan,Hell's Kitchen,Private room,200,1,1,0
21871576,131993395,Shirley,Brooklyn,Flatlands,Entire home/apt,160,2,53,230
21876299,158969505,Karen,Manhattan,Lower East Side,Entire home/apt,150,30,1,226
21877219,159587137,Wene,Brooklyn,Clinton Hill,Entire home/apt,280,3,1,343
21877231,22095324,Chad Michael,Brooklyn,Bushwick,Entire home/apt,65,5,42,1
21877426,4010826,Ken,Brooklyn,Red Hook,Entire home/apt,150,10,2,0
21877805,159592932,Alexandra,Brooklyn,East New York,Entire home/apt,159,4,50,89
21878080,120762452,Stanley,Manhattan,Murray Hill,Entire home/apt,150,30,3,365
21879516,5945683,Annie,Manhattan,Upper East Side,Entire home/apt,200,4,3,3
21879760,1377201,Jon,Brooklyn,Vinegar Hill,Entire home/apt,100,30,2,31
21880038,159610596,WeWork,Manhattan,Financial District,Entire home/apt,425,1,127,253
21880580,29478455,Mary,Brooklyn,Clinton Hill,Entire home/apt,115,3,4,2
21881602,83422323,Amon,Manhattan,Upper West Side,Private room,50,1,14,0
21881709,7344277,Angelica,Manhattan,Midtown,Private room,93,3,1,0
21881810,3212890,Lisa,Manhattan,Midtown,Entire home/apt,160,3,52,27
21882745,22225590,Tina,Manhattan,East Village,Entire home/apt,210,4,4,0
21883309,158444643,Alejandro,Manhattan,Hell's Kitchen,Entire home/apt,250,3,57,0
21883990,159610596,WeWork,Manhattan,Financial District,Private room,225,1,42,290
21884025,61175161,Claudia,Queens,Astoria,Private room,40,3,1,0
21884206,159610596,WeWork,Manhattan,Financial District,Entire home/apt,215,1,152,339
21884602,158710682,Cedar,Manhattan,Midtown,Private room,90,1,2,217
21884758,10979123,Anjelica,Manhattan,Hell's Kitchen,Entire home/apt,170,3,26,1
21885544,2749343,Kaity,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,5,1,0
21885677,70055156,Yngridd,Manhattan,Midtown,Entire home/apt,200,1,77,268
21885860,3105557,Joshua,Brooklyn,Williamsburg,Private room,43,2,6,0
21885914,7683267,Nicholas,Brooklyn,Prospect Heights,Entire home/apt,100,1,61,0
21889698,15049077,Karanja,Brooklyn,Crown Heights,Private room,55,30,1,137
21890848,21003445,Vanessa,Brooklyn,Flatbush,Private room,55,2,3,65
21891406,42954481,Cindy,Manhattan,East Village,Private room,95,1,3,0
21892073,916377,Ana,Brooklyn,Williamsburg,Private room,42,7,1,0
21892596,157642917,Lauren,Manhattan,Upper East Side,Entire home/apt,125,5,13,0
21892706,159735335,Andre,Brooklyn,Prospect-Lefferts Gardens,Private room,80,1,29,0
21892834,61391963,Corporate Housing,Manhattan,Upper West Side,Entire home/apt,133,30,8,301
21893129,120762452,Stanley,Manhattan,Murray Hill,Entire home/apt,150,30,2,365
21893604,1144452,Dante,Manhattan,Chelsea,Private room,12,3,8,37
21893658,39253607,Laura,Brooklyn,Williamsburg,Entire home/apt,120,2,1,0
21894437,158997467,Thomas,Brooklyn,Williamsburg,Private room,50,2,28,0
21894785,37616350,Christopher,Brooklyn,Park Slope,Entire home/apt,250,2,15,0
21895071,158191277,Camila,Brooklyn,Crown Heights,Private room,70,5,12,0
21896267,159757725,Rawad,Manhattan,East Harlem,Private room,40,7,1,0
21896537,50072658,Besnik,Brooklyn,Williamsburg,Entire home/apt,79,1,168,153
21896552,2092300,Amelia,Manhattan,Morningside Heights,Entire home/apt,120,3,3,0
21897759,54907254,Nickelous,Brooklyn,Park Slope,Entire home/apt,139,7,1,0
21897775,427019,Oh,Brooklyn,Williamsburg,Private room,66,2,48,5
21897845,159769278,Musieka,Bronx,Pelham Gardens,Private room,40,2,17,17
21898551,131206517,Mark,Brooklyn,Williamsburg,Entire home/apt,100,4,4,0
21898567,62635426,Lizzie,Brooklyn,Greenpoint,Private room,50,3,2,0
21898686,46705025,Angelo,Brooklyn,Boerum Hill,Entire home/apt,185,3,18,0
21899241,41865841,Tom,Manhattan,Lower East Side,Private room,160,2,2,0
21899473,60632753,Jared,Manhattan,Greenwich Village,Private room,80,5,4,0
21899575,155812868,Milana,Brooklyn,Brighton Beach,Entire home/apt,119,1,19,135
21899939,4089207,Mondell,Brooklyn,Cypress Hills,Entire home/apt,155,3,64,287
21901025,1483578,Spiritchild,Staten Island,St. George,Private room,100,2,77,336
21902630,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,Private room,38,30,4,365
21906858,1033792,Dani,Brooklyn,Park Slope,Entire home/apt,80,5,2,0
21907240,159091490,Melissa,Brooklyn,Gowanus,Private room,119,1,14,363
21907615,159091490,Melissa,Brooklyn,Gowanus,Private room,119,1,20,354
21907941,159091490,Melissa,Brooklyn,Gowanus,Private room,119,1,11,364
21908120,159091490,Melissa,Brooklyn,Gowanus,Private room,119,1,19,355
21908184,120762452,Stanley,Manhattan,Murray Hill,Entire home/apt,195,30,1,365
21908265,159091490,Melissa,Brooklyn,Gowanus,Private room,119,1,26,363
21909291,18462292,Gary,Manhattan,Midtown,Entire home/apt,200,7,2,0
21909717,65493699,Dan Hua,Queens,Jackson Heights,Entire home/apt,143,2,3,0
21913309,159884558,Lily,Manhattan,Roosevelt Island,Private room,45,25,37,149
21913782,133972085,"Yumi, Chizu",Manhattan,Midtown,Entire home/apt,350,3,14,89
21913811,147095935,Adeel,Queens,Woodside,Entire home/apt,99,1,118,320
21913859,34281260,Reese,Manhattan,Stuyvesant Town,Private room,65,2,6,0
21914314,3440811,Marc,Manhattan,Hell's Kitchen,Entire home/apt,85,3,28,66
21914499,134428157,Johny,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,32,3
21915201,159903889,Patricia,Manhattan,SoHo,Entire home/apt,400,4,42,306
21920061,45731391,Laurence,Manhattan,Lower East Side,Private room,85,1,4,0
21921178,48419413,Tina,Manhattan,East Harlem,Entire home/apt,89,2,52,3
21921707,100424005,Dewey,Brooklyn,Bushwick,Private room,39,5,9,0
21922035,2598844,Fabiana,Brooklyn,Bedford-Stuyvesant,Entire home/apt,50,1,49,47
21922071,47326818,Emilyn,Brooklyn,Flatbush,Private room,37,2,3,0
21922639,9238069,Jamiel,Brooklyn,Greenpoint,Entire home/apt,150,2,15,1
21923390,898412,Maria,Brooklyn,Williamsburg,Entire home/apt,85,60,6,125
21923649,8494658,Rebecca,Brooklyn,Greenpoint,Entire home/apt,99,2,12,64
21923722,6408088,Trent,Brooklyn,Greenpoint,Entire home/apt,100,1,2,0
21923996,39166877,Nancy,Brooklyn,Windsor Terrace,Entire home/apt,165,3,37,82
21924586,2930303,Rocio,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,28,2,177
21924630,6411632,Jordan,Brooklyn,Williamsburg,Entire home/apt,130,3,2,0
21925970,17250625,Lucas,Manhattan,East Harlem,Private room,50,13,51,26
21926117,42135378,Stavros,Manhattan,Chinatown,Entire home/apt,130,4,2,0
21926198,10020112,Naomi,Manhattan,Upper East Side,Entire home/apt,250,3,2,0
21926279,6999831,Erik,Brooklyn,Flatbush,Entire home/apt,90,2,8,0
21926432,102243363,WeiWei,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,110,1,4,0
21926844,35674813,Xizi,Manhattan,Roosevelt Island,Private room,40,7,1,0
21927300,156952896,Haijiao,Queens,East Elmhurst,Entire home/apt,100,1,198,156
21930306,126247863,Seeranie,Queens,Richmond Hill,Private room,35,1,56,359
21931508,19739033,Fifi,Manhattan,Harlem,Private room,85,2,75,121
21931557,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,Private room,50,30,4,365
21931779,147252767,Melanie,Queens,Astoria,Private room,50,1,6,0
21931979,159974287,Rasul,Queens,Flushing,Private room,38,5,34,353
21932693,43600815,Rafael,Brooklyn,Williamsburg,Private room,65,8,1,0
21933635,160066386,Christopher,Manhattan,Harlem,Entire home/apt,250,3,18,20
21933777,159091490,Melissa,Brooklyn,Gowanus,Private room,129,1,13,361
21933969,159091490,Melissa,Brooklyn,Gowanus,Private room,129,1,32,363
21934181,9175058,John,Brooklyn,Bushwick,Private room,41,3,17,0
21934202,16855791,Agus,Brooklyn,Williamsburg,Private room,65,3,47,238
21934318,159091490,Melissa,Brooklyn,Gowanus,Private room,129,1,9,338
21934465,159091490,Melissa,Brooklyn,Gowanus,Private room,129,1,28,362
21934601,41617175,Emily,Brooklyn,Gowanus,Private room,70,2,1,0
21934873,120762452,Stanley,Manhattan,Murray Hill,Entire home/apt,150,30,2,364
21935245,6650559,Bridget,Manhattan,SoHo,Private room,89,1,3,0
21935339,97862729,Natalie,Manhattan,Harlem,Private room,100,2,1,0
21935551,88713943,Lee,Manhattan,Hell's Kitchen,Entire home/apt,175,4,12,107
21935569,43352661,Charles,Manhattan,Washington Heights,Private room,20,1,21,291
21935727,1341264,Noemie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,6,1,0
21935921,3484920,BonnieAnn,Manhattan,West Village,Entire home/apt,275,2,4,51
21936014,33261598,Marc,Manhattan,Midtown,Shared room,185,1,2,0
21936033,156952896,Haijiao,Queens,East Elmhurst,Entire home/apt,120,1,118,79
21936073,6041929,Degelis,Manhattan,West Village,Entire home/apt,220,4,11,189
21936080,14043678,Justin,Brooklyn,Bedford-Stuyvesant,Private room,50,3,6,363
21936288,118807152,Melissa,Queens,Elmhurst,Private room,30,1,15,249
21936550,42804325,诗月,Manhattan,Roosevelt Island,Private room,70,7,1,0
21937197,4811900,Bridget,Queens,Ditmars Steinway,Private room,600,2,5,0
21937451,21621745,Paulina,Manhattan,Chelsea,Entire home/apt,200,1,7,0
21938049,157701235,Michael,Brooklyn,Bushwick,Private room,60,7,74,31
21938508,70562577,Ryan,Queens,Astoria,Entire home/apt,125,3,10,64
21939323,12834599,Ms. Edith,Brooklyn,Borough Park,Private room,50,3,2,90
21939817,153066091,Hasan,Queens,Ditmars Steinway,Private room,75,2,1,89
21942269,49716547,Josh,Manhattan,East Village,Entire home/apt,150,7,4,18
21942606,160109287,Elaine,Manhattan,Upper East Side,Entire home/apt,200,4,1,0
21942984,157788926,Josh,Brooklyn,Park Slope,Entire home/apt,199,2,45,302
21943047,29238030,Celine,Brooklyn,Williamsburg,Private room,70,2,3,0
21943938,18061262,Gilana,Brooklyn,Clinton Hill,Entire home/apt,115,15,7,5
21945438,262862,Helena,Brooklyn,Williamsburg,Entire home/apt,250,3,1,0
21945454,11322502,Kimberly,Brooklyn,Bedford-Stuyvesant,Entire home/apt,142,2,5,0
21945556,62307584,Mo,Brooklyn,Bushwick,Private room,67,30,3,179
21945851,50522860,Nora,Manhattan,Inwood,Private room,40,1,2,0
21945886,160175378,Russ,Manhattan,Midtown,Entire home/apt,350,3,1,0
21946495,160194786,Patrick,Brooklyn,Williamsburg,Entire home/apt,160,2,59,81
21946665,55184486,Amado,Brooklyn,Bushwick,Entire home/apt,149,1,74,115
21947011,35743804,Brad,Manhattan,Financial District,Entire home/apt,850,1,16,174
21947012,158625100,Vic,Queens,Richmond Hill,Private room,75,1,25,48
21947039,160175378,Russ,Manhattan,Midtown,Entire home/apt,400,1,1,0
21947062,33570672,Tomislav,Manhattan,Theater District,Private room,95,2,100,18
21947114,40110507,Jonathan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,4,5,0
21947260,72936542,Taylor,Manhattan,Midtown,Shared room,130,1,1,0
21947445,34595916,Andrew,Brooklyn,South Slope,Entire home/apt,149,5,55,235
21948222,2300590,Bess,Brooklyn,Flatbush,Entire home/apt,95,3,2,0
21948560,23001368,Sofia,Manhattan,Tribeca,Entire home/apt,850,2,14,36
21948571,107953084,Ervita,Brooklyn,Prospect-Lefferts Gardens,Private room,60,2,48,276
21948799,16686426,Helen,Queens,Long Island City,Private room,65,2,10,0
21949815,116430338,Dova,Manhattan,Upper West Side,Entire home/apt,105,7,1,0
21950012,53829616,Joaquin,Manhattan,Hell's Kitchen,Entire home/apt,395,6,1,0
21950138,25321849,Anne,Brooklyn,Boerum Hill,Entire home/apt,550,3,6,14
21950350,11486122,Magdalena,Brooklyn,Bushwick,Private room,50,3,2,0
21950963,50414933,Charlie,Manhattan,Hell's Kitchen,Entire home/apt,160,5,5,1
21951042,18918881,Anna,Queens,Far Rockaway,Entire home/apt,51,1,4,0
21951077,1620498,Bec,Manhattan,Chelsea,Entire home/apt,220,7,3,0
21956264,110346058,Shirley,Queens,Jamaica,Private room,45,4,12,291
21958076,160300400,Tina,Brooklyn,Bay Ridge,Private room,79,4,12,175
21958889,160306249,Andy,Manhattan,Upper West Side,Private room,55,2,14,0
21959523,7045635,Nina,Brooklyn,Crown Heights,Private room,45,5,1,0
21959796,90956690,Dean,Manhattan,Murray Hill,Entire home/apt,200,4,2,0
21960412,160318374,Giulia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,103,30,47,105
21960589,159091490,Melissa,Brooklyn,Gowanus,Private room,139,1,6,358
21960659,21508828,Nguyen,Bronx,Kingsbridge,Private room,69,1,31,365
21960720,2916281,Lacy,Brooklyn,Williamsburg,Private room,60,7,2,0
21961462,56067189,Yuanwen,Manhattan,Morningside Heights,Entire home/apt,150,3,1,0
21962437,130149223,Laurene,Brooklyn,Crown Heights,Private room,31,30,7,302
21962864,25690203,Corin,Manhattan,Hell's Kitchen,Private room,100,2,5,0
21963398,11310081,Chandler,Brooklyn,Williamsburg,Entire home/apt,650,2,1,0
21963418,3368678,Jose,Manhattan,Midtown,Entire home/apt,210,3,21,209
21963428,8243469,Kathryn,Bronx,Port Morris,Private room,49,3,59,0
21963575,160343135,David,Brooklyn,Crown Heights,Private room,30,3,2,0
21963723,58943675,Angelo,Queens,Sunnyside,Entire home/apt,140,3,4,0
21964400,14278133,Sharif,Brooklyn,Williamsburg,Private room,71,2,30,0
21964596,1020357,Peter,Brooklyn,Bushwick,Entire home/apt,60,2,20,6
21964623,160353062,Rebecca,Brooklyn,Boerum Hill,Entire home/apt,90,30,2,116
21965110,77084335,Mahayla,Brooklyn,Bushwick,Private room,80,3,2,0
21965119,17271293,Myah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,2,38,0
21965717,8331436,Jesse,Brooklyn,South Slope,Private room,109,2,4,0
21965948,50577859,Zoe,Brooklyn,Bushwick,Private room,75,2,3,0
21966051,159091490,Melissa,Brooklyn,Gowanus,Private room,139,1,10,364
21966351,159091490,Melissa,Brooklyn,Gowanus,Private room,139,1,38,337
21966390,13284271,Troi,Brooklyn,Williamsburg,Entire home/apt,350,2,14,353
21966432,160369263,Luis,Brooklyn,Windsor Terrace,Entire home/apt,100,2,61,337
21966498,9640114,Alexander,Brooklyn,Williamsburg,Private room,120,2,2,0
21966592,159091490,Melissa,Brooklyn,Gowanus,Private room,139,1,46,342
