id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,availability_365,
393094,Manhattan,Financial District,Entire home/apt,225,4,169,
393682,Manhattan,Nolita,Private room,100,5,188,
394026,Brooklyn,Greenpoint,Private room,90,2,89,
394111,Queens,Briarwood,Private room,75,1,189,
396636,Manhattan,Harlem,Entire home/apt,135,5,253,
397034,Manhattan,Upper West Side,Private room,125,1,311,
397297,Manhattan,East Village,Entire home/apt,225,3,0,
397420,Manhattan,Harlem,Private room,85,3,363,
398281,Manhattan,Upper East Side,Entire home/apt,200,7,224,
398283,Brooklyn,South Slope,Entire home/apt,250,3,5,
399946,Manhattan,Lower East Side,Private room,90,10,301,
400039,Brooklyn,Bushwick,Entire home/apt,130,30,0,
400466,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,90,30,50,
401579,Brooklyn,Carroll Gardens,Entire home/apt,298,30,296,
401836,Manhattan,Upper East Side,Entire home/apt,300,4,84,
403056,Manhattan,East Harlem,Private room,125,3,212,
403264,Manhattan,Midtown,Private room,145,3,181,
403668,Manhattan,East Village,Entire home/apt,147,2,0,
404502,Brooklyn,Williamsburg,Private room,123,3,158,
404923,Brooklyn,Windsor Terrace,Entire home/apt,88,3,217,
405025,Queens,Long Island City,Entire home/apt,215,2,335,
405408,Manhattan,SoHo,Entire home/apt,225,3,231,
406926,Manhattan,Nolita,Entire home/apt,269,28,122,
406992,Brooklyn,Williamsburg,Entire home/apt,145,3,270,
407469,Brooklyn,Bushwick,Private room,75,3,330,
408983,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,229,2,321,
409262,Brooklyn,Boerum Hill,Entire home/apt,300,29,312,
409293,Manhattan,East Harlem,Private room,100,3,345,
409666,Brooklyn,Brighton Beach,Entire home/apt,75,2,2,
411336,Manhattan,Nolita,Entire home/apt,225,2,252,
411525,Brooklyn,Williamsburg,Private room,120,6,15,
411918,Brooklyn,Crown Heights,Entire home/apt,160,5,169,
412061,Brooklyn,Crown Heights,Entire home/apt,125,30,212,
412180,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,5,0,
413504,Brooklyn,Williamsburg,Private room,119,3,296,
413775,Manhattan,Midtown,Entire home/apt,275,2,167,
413876,Manhattan,Financial District,Entire home/apt,160,1,365,
414801,Brooklyn,Clinton Hill,Entire home/apt,500,1,365,
415304,Manhattan,East Village,Entire home/apt,175,14,0,
416557,Brooklyn,Greenpoint,Entire home/apt,87,6,258,
417685,Brooklyn,Park Slope,Entire home/apt,160,1,257,
418291,Manhattan,East Village,Private room,125,3,364,
419373,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,2,236,
419792,Manhattan,Lower East Side,Entire home/apt,200,7,0,
421554,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,15,54,
422040,Manhattan,Upper West Side,Private room,99,30,189,
424192,Manhattan,Hell's Kitchen,Entire home/apt,325,30,364,
424667,Manhattan,Hell's Kitchen,Private room,99,1,265,
424767,Manhattan,Midtown,Entire home/apt,325,2,207,
424889,Manhattan,West Village,Entire home/apt,129,7,0,
424930,Brooklyn,Crown Heights,Entire home/apt,130,28,196,
425784,Brooklyn,Vinegar Hill,Entire home/apt,190,4,0,
428226,Brooklyn,Crown Heights,Private room,55,2,57,
430427,Manhattan,Washington Heights,Private room,60,2,0,
430665,Manhattan,Upper West Side,Entire home/apt,250,1,0,
431865,Manhattan,Washington Heights,Entire home/apt,275,3,277,
432090,Queens,Long Island City,Private room,50,180,0,
433218,Brooklyn,Prospect Heights,Entire home/apt,125,4,10,
433414,Brooklyn,Clinton Hill,Entire home/apt,150,20,247,
433914,Brooklyn,East New York,Entire home/apt,70,4,273,
434792,Brooklyn,Gowanus,Entire home/apt,138,3,189,
435774,Manhattan,Financial District,Entire home/apt,265,4,0,
435776,Manhattan,Upper East Side,Private room,145,5,365,
435909,Manhattan,West Village,Entire home/apt,151,88,249,
435946,Manhattan,Financial District,Entire home/apt,208,6,310,
436510,Brooklyn,Williamsburg,Entire home/apt,200,3,291,
436619,Manhattan,East Village,Private room,110,2,74,
436824,Manhattan,Harlem,Private room,58,1,289,
436916,Manhattan,Harlem,Private room,55,2,0,
437352,Brooklyn,Park Slope,Entire home/apt,105,115,219,
437906,Manhattan,East Village,Entire home/apt,350,5,0,
438513,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,3,73,
439750,Brooklyn,Williamsburg,Private room,55,150,97,
442636,Queens,Ridgewood,Entire home/apt,77,3,85,
442649,Manhattan,Chelsea,Entire home/apt,125,9,0,
443646,Manhattan,Upper West Side,Entire home/apt,395,14,50,
444171,Brooklyn,Bedford-Stuyvesant,Entire home/apt,189,7,303,
444430,Bronx,Mott Haven,Private room,49,1,333,
446367,Manhattan,Upper West Side,Entire home/apt,90,4,239,
447766,Manhattan,Kips Bay,Private room,100,1,6,
447840,Brooklyn,Williamsburg,Entire home/apt,299,2,0,
448048,Queens,Jackson Heights,Private room,75,5,180,
448049,Queens,Jackson Heights,Private room,69,7,318,
449034,Brooklyn,Williamsburg,Private room,90,1,328,
449130,Manhattan,Harlem,Private room,94,1,18,
449660,Brooklyn,Windsor Terrace,Private room,80,2,353,
449680,Bronx,Longwood,Entire home/apt,100,5,63,
450009,Brooklyn,Canarsie,Private room,39,5,34,
450577,Manhattan,Upper West Side,Entire home/apt,250,3,284,
450578,Brooklyn,Sunset Park,Private room,55,7,333,
452068,Brooklyn,Kensington,Entire home/apt,200,1,0,
452541,Brooklyn,Windsor Terrace,Entire home/apt,142,3,222,
453094,Brooklyn,Clinton Hill,Private room,70,2,333,
453161,Brooklyn,Greenpoint,Entire home/apt,260,2,0,
453255,Manhattan,Lower East Side,Entire home/apt,225,4,195,
453317,Brooklyn,Bedford-Stuyvesant,Private room,59,21,0,
454334,Manhattan,Harlem,Private room,65,1,0,
454763,Manhattan,Inwood,Entire home/apt,99,20,249,
454929,Manhattan,East Village,Entire home/apt,239,2,78,
455734,Manhattan,Inwood,Entire home/apt,50,2,21,
455801,Manhattan,Harlem,Private room,65,4,0,
456110,Manhattan,Chelsea,Entire home/apt,139,4,0,
456190,Manhattan,West Village,Entire home/apt,174,2,167,
456457,Manhattan,West Village,Entire home/apt,315,3,0,
456526,Manhattan,Harlem,Private room,75,3,47,
457829,Manhattan,East Village,Entire home/apt,210,1,0,
458154,Brooklyn,Williamsburg,Private room,55,4,195,
458377,Brooklyn,Williamsburg,Entire home/apt,229,3,319,
459066,Manhattan,Upper East Side,Entire home/apt,150,2,0,
460036,Manhattan,Kips Bay,Entire home/apt,129,2,177,
460999,Manhattan,Harlem,Entire home/apt,100,8,0,
461050,Brooklyn,Williamsburg,Entire home/apt,200,3,67,
462454,Manhattan,Lower East Side,Private room,89,5,0,
463107,Brooklyn,Crown Heights,Entire home/apt,250,90,311,
464231,Brooklyn,Bedford-Stuyvesant,Private room,65,7,0,
465277,Brooklyn,Crown Heights,Entire home/apt,68,2,0,
466277,Brooklyn,Williamsburg,Entire home/apt,235,3,144,
466457,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,220,
467569,Manhattan,Lower East Side,Entire home/apt,311,3,28,
467634,Queens,Jamaica,Shared room,39,1,353,
467866,Manhattan,West Village,Private room,100,2,19,
470090,Manhattan,Lower East Side,Entire home/apt,210,1,319,
470370,Brooklyn,Crown Heights,Private room,55,4,170,
470498,Manhattan,Battery Park City,Private room,65,2,0,
470709,Brooklyn,Williamsburg,Entire home/apt,165,30,157,
471712,Manhattan,Morningside Heights,Private room,89,28,80,
471758,Manhattan,Tribeca,Entire home/apt,500,10,0,
471845,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,14,0,
471914,Brooklyn,Prospect-Lefferts Gardens,Private room,110,4,330,
472052,Manhattan,Upper West Side,Entire home/apt,180,5,0,
472376,Brooklyn,Prospect Heights,Entire home/apt,115,2,0,
472546,Brooklyn,Bushwick,Entire home/apt,82,15,311,
473592,Queens,Long Island City,Private room,70,1,340,
473777,Brooklyn,Williamsburg,Entire home/apt,155,5,0,
475216,Brooklyn,Sunset Park,Entire home/apt,100,2,0,
476527,Manhattan,East Village,Entire home/apt,89,30,0,
476570,Manhattan,East Village,Entire home/apt,89,30,4,
476571,Manhattan,East Village,Entire home/apt,99,30,8,
476899,Manhattan,East Village,Entire home/apt,155,6,0,
476983,Manhattan,Harlem,Private room,85,1,238,
478053,Manhattan,Two Bridges,Private room,80,4,96,
478385,Manhattan,Kips Bay,Entire home/apt,135,3,236,
478832,Brooklyn,Carroll Gardens,Entire home/apt,150,6,0,
478949,Manhattan,Chelsea,Entire home/apt,380,3,0,
479002,Brooklyn,Fort Greene,Entire home/apt,450,2,30,
479263,Brooklyn,Williamsburg,Entire home/apt,145,30,342,
479285,Queens,Sunnyside,Private room,80,3,330,
479867,Brooklyn,Williamsburg,Entire home/apt,225,2,225,
480549,Manhattan,Upper West Side,Private room,99,3,0,
481022,Manhattan,Lower East Side,Entire home/apt,125,1,212,
482365,Manhattan,Hell's Kitchen,Entire home/apt,80,30,365,
482765,Brooklyn,Fort Greene,Private room,100,2,12,
483414,Brooklyn,Bedford-Stuyvesant,Private room,55,2,297,
483485,Manhattan,Civic Center,Entire home/apt,328,2,112,
483505,Brooklyn,Williamsburg,Entire home/apt,142,7,261,
484297,Brooklyn,Clinton Hill,Entire home/apt,350,4,0,
484312,Brooklyn,Windsor Terrace,Entire home/apt,300,2,23,
484728,Brooklyn,Fort Hamilton,Entire home/apt,105,30,30,
485026,Brooklyn,Gowanus,Private room,125,31,331,
486350,Brooklyn,Williamsburg,Entire home/apt,225,7,0,
488083,Brooklyn,Sunset Park,Entire home/apt,92,2,0,
489018,Manhattan,East Village,Entire home/apt,185,2,0,
489365,Brooklyn,Williamsburg,Entire home/apt,226,3,38,
489924,Brooklyn,Sunset Park,Private room,50,2,20,
489965,Manhattan,East Harlem,Private room,80,3,0,
490278,Manhattan,Midtown,Entire home/apt,99,14,317,
490989,Brooklyn,Park Slope,Entire home/apt,68,3,0,
491123,Brooklyn,Prospect Heights,Private room,102,2,361,
491529,Brooklyn,Park Slope,Entire home/apt,220,3,68,
491942,Manhattan,Upper West Side,Entire home/apt,199,3,0,
491977,Manhattan,Chinatown,Entire home/apt,165,5,316,
493177,Manhattan,Chinatown,Entire home/apt,150,2,231,
493611,Brooklyn,Gowanus,Entire home/apt,385,1,363,
494937,Manhattan,SoHo,Entire home/apt,499,2,26,
495249,Queens,East Elmhurst,Private room,85,1,305,
495348,Brooklyn,Fort Greene,Entire home/apt,160,4,34,
496166,Brooklyn,South Slope,Entire home/apt,249,3,26,
497370,Brooklyn,Gowanus,Private room,80,2,189,
498052,Brooklyn,Williamsburg,Private room,120,1,292,
498120,Bronx,Allerton,Private room,35,7,90,
498859,Brooklyn,Brighton Beach,Entire home/apt,169,4,323,
500845,Manhattan,East Village,Entire home/apt,220,4,341,
500886,Brooklyn,Bedford-Stuyvesant,Private room,85,3,344,
501082,Manhattan,Harlem,Private room,79,30,302,
501098,Brooklyn,Williamsburg,Private room,90,4,30,
501693,Manhattan,Upper West Side,Private room,99,1,246,
502132,Manhattan,Chelsea,Shared room,50,1,0,
502309,Brooklyn,Prospect-Lefferts Gardens,Private room,46,1,362,
502429,Brooklyn,South Slope,Entire home/apt,325,3,203,
503460,Staten Island,New Springville,Private room,68,2,88,
503529,Manhattan,SoHo,Entire home/apt,198,3,0,
503585,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,5,0,
503722,Brooklyn,Williamsburg,Entire home/apt,175,2,64,
503790,Manhattan,West Village,Entire home/apt,130,4,77,
504322,Manhattan,Greenwich Village,Entire home/apt,180,3,0,
504362,Brooklyn,Prospect Heights,Entire home/apt,209,3,160,
504394,Manhattan,Upper West Side,Entire home/apt,150,4,141,
504437,Manhattan,Lower East Side,Entire home/apt,104,3,6,
505029,Manhattan,East Village,Entire home/apt,175,4,0,
505231,Manhattan,Upper East Side,Private room,80,1,0,
505315,Brooklyn,Bushwick,Private room,68,2,23,
506121,Manhattan,East Village,Private room,72,5,13,
506527,Queens,Astoria,Entire home/apt,107,30,262,
506571,Manhattan,East Village,Entire home/apt,150,7,24,
506575,Bronx,Morris Heights,Private room,45,3,329,
507393,Brooklyn,Bedford-Stuyvesant,Private room,49,2,301,
509989,Brooklyn,Flatbush,Entire home/apt,349,1,344,
510218,Manhattan,Upper West Side,Entire home/apt,185,2,259,
510454,Manhattan,Kips Bay,Entire home/apt,145,3,0,
511436,Brooklyn,Williamsburg,Entire home/apt,96,3,0,
511733,Brooklyn,Bushwick,Entire home/apt,120,5,0,
511960,Manhattan,East Village,Entire home/apt,160,1,0,
512209,Brooklyn,Brooklyn Heights,Entire home/apt,800,3,67,
512210,Brooklyn,Crown Heights,Entire home/apt,349,2,260,
512775,Queens,Long Island City,Entire home/apt,350,2,272,
513343,Brooklyn,Prospect Heights,Entire home/apt,125,30,341,
513688,Brooklyn,Boerum Hill,Entire home/apt,350,2,56,
514457,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,10,185,
515392,Manhattan,Chelsea,Entire home/apt,200,1,260,
516452,Brooklyn,Fort Greene,Entire home/apt,99,30,242,
516461,Manhattan,Chelsea,Entire home/apt,130,5,0,
516643,Brooklyn,Williamsburg,Entire home/apt,150,3,0,
516791,Brooklyn,Kensington,Entire home/apt,90,10,269,
517626,Brooklyn,Williamsburg,Private room,95,1,0,
517654,Queens,Ridgewood,Entire home/apt,70,30,0,
518566,Manhattan,Upper East Side,Private room,82,3,251,
518576,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,30,292,
518960,Manhattan,Harlem,Entire home/apt,90,4,150,
519310,Queens,Woodside,Private room,75,2,317,
521018,Brooklyn,Clinton Hill,Entire home/apt,160,14,0,
521038,Manhattan,Harlem,Private room,115,7,178,
521522,Brooklyn,South Slope,Private room,150,4,0,
521672,Brooklyn,Williamsburg,Private room,89,4,23,
521806,Queens,Rego Park,Entire home/apt,69,5,4,
522081,Manhattan,Chelsea,Private room,170,2,254,
523123,Brooklyn,South Slope,Entire home/apt,375,5,43,
524111,Manhattan,East Village,Entire home/apt,118,3,13,
525120,Manhattan,Chelsea,Entire home/apt,135,6,170,
525293,Bronx,Concourse,Entire home/apt,250,3,339,
525388,Brooklyn,Greenpoint,Entire home/apt,200,7,365,
525412,Manhattan,Nolita,Entire home/apt,150,5,0,
525523,Manhattan,East Harlem,Private room,50,2,60,
526532,Manhattan,Harlem,Entire home/apt,100,2,0,
526923,Manhattan,Flatiron District,Entire home/apt,265,3,341,
526942,Manhattan,Upper East Side,Private room,90,30,128,
528485,Brooklyn,Sunset Park,Private room,36,10,44,
530247,Manhattan,Upper West Side,Entire home/apt,250,4,0,
530431,Manhattan,Harlem,Entire home/apt,220,3,338,
530576,Manhattan,Upper West Side,Private room,93,14,176,
530632,Brooklyn,Crown Heights,Entire home/apt,275,5,357,
531091,Queens,Astoria,Private room,109,30,0,
531208,Brooklyn,Williamsburg,Entire home/apt,450,2,0,
531258,Manhattan,Greenwich Village,Entire home/apt,165,30,259,
531455,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,7,20,
532288,Manhattan,Greenwich Village,Private room,295,5,350,
532749,Brooklyn,Williamsburg,Entire home/apt,280,7,41,
533168,Manhattan,Nolita,Entire home/apt,300,30,106,
533506,Manhattan,East Village,Entire home/apt,99,30,0,
533625,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,0,
533927,Manhattan,Chelsea,Entire home/apt,225,4,205,
534897,Manhattan,Chelsea,Entire home/apt,230,6,0,
535095,Brooklyn,Prospect Heights,Private room,90,7,38,
535352,Manhattan,Upper West Side,Entire home/apt,102,3,21,
536578,Brooklyn,Bushwick,Private room,59,10,0,
538344,Manhattan,East Village,Entire home/apt,195,2,68,
538590,Queens,Astoria,Entire home/apt,150,3,365,
539160,Manhattan,Washington Heights,Entire home/apt,170,1,17,
539350,Manhattan,Hell's Kitchen,Entire home/apt,217,2,0,
540057,Manhattan,Harlem,Entire home/apt,185,1,91,
540489,Manhattan,Little Italy,Private room,58,6,0,
541725,Brooklyn,Williamsburg,Entire home/apt,189,4,1,
542054,Manhattan,East Village,Entire home/apt,88,30,0,
542203,Manhattan,Hell's Kitchen,Entire home/apt,195,3,59,
543792,Queens,Ridgewood,Entire home/apt,110,5,276,
544131,Manhattan,Greenwich Village,Private room,79,4,30,
544331,Manhattan,Upper East Side,Entire home/apt,110,10,0,
545261,Brooklyn,Clinton Hill,Private room,200,3,365,
545651,Brooklyn,Prospect-Lefferts Gardens,Private room,69,4,43,
546383,Queens,Flushing,Private room,55,1,332,
546504,Brooklyn,Brooklyn Heights,Entire home/apt,135,4,0,
546573,Manhattan,Financial District,Entire home/apt,500,2,79,
548133,Brooklyn,Clinton Hill,Entire home/apt,135,3,211,
549873,Manhattan,East Village,Entire home/apt,90,2,0,
550288,Manhattan,Upper East Side,Entire home/apt,160,4,0,
550653,Brooklyn,Windsor Terrace,Private room,65,20,311,
550777,Manhattan,Upper West Side,Entire home/apt,210,3,347,
550858,Manhattan,Chelsea,Entire home/apt,399,3,0,
552141,Manhattan,Lower East Side,Entire home/apt,300,1,111,
552519,Brooklyn,Crown Heights,Entire home/apt,185,1,348,
552639,Manhattan,Harlem,Entire home/apt,220,3,174,
553516,Brooklyn,Prospect Heights,Entire home/apt,121,2,0,
553565,Manhattan,Inwood,Entire home/apt,120,10,129,
553862,Brooklyn,Park Slope,Private room,152,2,365,
554165,Brooklyn,Gowanus,Entire home/apt,250,2,25,
555206,Manhattan,East Village,Private room,99,6,0,
557487,Brooklyn,Greenpoint,Entire home/apt,104,11,0,
559511,Brooklyn,Greenpoint,Entire home/apt,120,5,0,
560078,Manhattan,East Village,Entire home/apt,295,3,261,
560406,Brooklyn,Carroll Gardens,Entire home/apt,90,4,0,
563442,Manhattan,West Village,Entire home/apt,197,14,0,
563496,Manhattan,Greenwich Village,Entire home/apt,145,5,0,
564049,Manhattan,Upper West Side,Entire home/apt,90,30,0,
564184,Manhattan,Chelsea,Private room,125,2,172,
564447,Manhattan,Hell's Kitchen,Entire home/apt,190,1,69,
564751,Manhattan,Upper West Side,Shared room,76,2,324,
565814,Brooklyn,Bedford-Stuyvesant,Private room,50,2,0,
566712,Manhattan,East Village,Private room,107,1,85,
566911,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,4,245,
567195,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,0,
568661,Brooklyn,Bushwick,Entire home/apt,110,90,330,
568684,Brooklyn,Bushwick,Entire home/apt,115,370,365,
568743,Manhattan,East Village,Entire home/apt,151,2,256,
570218,Brooklyn,Fort Greene,Entire home/apt,130,2,0,
570750,Brooklyn,Crown Heights,Entire home/apt,180,2,264,
571564,Brooklyn,Crown Heights,Private room,95,1,359,
573612,Manhattan,Harlem,Private room,79,1,335,
573671,Brooklyn,Bedford-Stuyvesant,Private room,60,30,245,
573795,Brooklyn,East Flatbush,Entire home/apt,133,4,338,
573870,Manhattan,Upper West Side,Entire home/apt,120,30,337,
575061,Brooklyn,Williamsburg,Private room,120,2,102,
576227,Manhattan,Harlem,Private room,700,28,22,
576426,Manhattan,Hell's Kitchen,Entire home/apt,165,3,0,
576916,Manhattan,Upper West Side,Entire home/apt,165,4,0,
577324,Queens,Ditmars Steinway,Entire home/apt,54,45,80,
577703,Manhattan,East Village,Entire home/apt,100,5,0,
577824,Brooklyn,Crown Heights,Private room,80,7,365,
578267,Manhattan,Chinatown,Private room,96,19,165,
578941,Brooklyn,Park Slope,Entire home/apt,159,2,0,
579716,Brooklyn,South Slope,Private room,50,2,54,
580323,Manhattan,East Harlem,Private room,75,2,77,
581180,Brooklyn,Clinton Hill,Entire home/apt,155,30,249,
581421,Brooklyn,Greenpoint,Private room,150,2,72,
581542,Queens,Arverne,Entire home/apt,92,1,8,
582272,Brooklyn,Greenpoint,Private room,75,5,0,
582372,Queens,Astoria,Private room,69,40,207,
583337,Brooklyn,Carroll Gardens,Entire home/apt,115,4,15,
583352,Manhattan,East Village,Entire home/apt,120,60,0,
584122,Manhattan,Hell's Kitchen,Private room,120,2,179,
585369,Manhattan,Greenwich Village,Entire home/apt,215,30,332,
585491,Brooklyn,Crown Heights,Entire home/apt,195,2,255,
585937,Brooklyn,Greenpoint,Entire home/apt,175,3,215,
586847,Brooklyn,Crown Heights,Private room,80,2,311,
587519,Brooklyn,Williamsburg,Private room,48,5,0,
587554,Manhattan,West Village,Entire home/apt,200,7,217,
587641,Brooklyn,Williamsburg,Entire home/apt,275,30,363,
587698,Brooklyn,Gravesend,Private room,72,1,335,
587740,Manhattan,SoHo,Entire home/apt,199,60,281,
588677,Brooklyn,Williamsburg,Entire home/apt,250,30,250,
590903,Manhattan,Harlem,Private room,75,5,343,
591135,Manhattan,SoHo,Private room,125,1,365,
591565,Manhattan,Tribeca,Private room,229,1,36,
591710,Brooklyn,Brooklyn Heights,Entire home/apt,175,10,0,
592785,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,0,
592831,Brooklyn,Bedford-Stuyvesant,Private room,54,2,220,
592853,Queens,Ridgewood,Entire home/apt,75,2,0,
593000,Manhattan,Upper East Side,Entire home/apt,110,7,0,
593292,Manhattan,Murray Hill,Entire home/apt,165,1,185,
593320,Manhattan,Inwood,Private room,55,4,79,
594020,Manhattan,Inwood,Private room,55,4,179,
594036,Manhattan,West Village,Entire home/apt,300,1,0,
594640,Manhattan,Chelsea,Entire home/apt,275,6,69,
595321,Brooklyn,Williamsburg,Private room,77,3,0,
595604,Manhattan,Washington Heights,Private room,60,30,365,
596448,Brooklyn,Brooklyn Heights,Entire home/apt,129,1,261,
597544,Queens,Sunnyside,Private room,100,3,188,
597624,Brooklyn,Park Slope,Entire home/apt,120,4,0,
598612,Brooklyn,Williamsburg,Entire home/apt,500,2,307,
599595,Manhattan,Upper West Side,Entire home/apt,179,4,11,
599847,Brooklyn,Clinton Hill,Entire home/apt,149,2,4,
600286,Brooklyn,Williamsburg,Entire home/apt,180,14,312,
600775,Brooklyn,Prospect Heights,Private room,100,2,257,
600877,Brooklyn,Boerum Hill,Entire home/apt,180,3,0,
602070,Brooklyn,Greenpoint,Entire home/apt,128,5,20,
602142,Brooklyn,Prospect Heights,Entire home/apt,260,14,0,
602453,Brooklyn,Park Slope,Private room,65,3,22,
602888,Manhattan,Upper East Side,Entire home/apt,200,2,0,
606269,Manhattan,Hell's Kitchen,Entire home/apt,249,3,38,
607735,Brooklyn,Gowanus,Entire home/apt,300,30,365,
607781,Manhattan,East Harlem,Entire home/apt,120,7,16,
607891,Manhattan,Upper West Side,Private room,120,20,144,
609213,Brooklyn,Prospect Heights,Entire home/apt,125,5,0,
609559,Queens,Elmhurst,Entire home/apt,99,3,301,
609983,Brooklyn,Bushwick,Entire home/apt,115,3,3,
610118,Brooklyn,Bushwick,Entire home/apt,275,31,364,
610596,Brooklyn,Gowanus,Entire home/apt,198,2,299,
611009,Manhattan,East Village,Entire home/apt,199,3,142,
612936,Manhattan,Upper West Side,Private room,125,3,58,
613528,Manhattan,Harlem,Entire home/apt,80,2,193,
613556,Manhattan,Tribeca,Entire home/apt,130,30,116,
613818,Brooklyn,Cypress Hills,Private room,35,28,326,
614269,Brooklyn,Williamsburg,Entire home/apt,90,30,0,
616585,Brooklyn,Williamsburg,Entire home/apt,250,3,188,
618916,Brooklyn,Prospect Heights,Entire home/apt,200,4,0,
619122,Brooklyn,Williamsburg,Private room,64,30,230,
619471,Brooklyn,Bedford-Stuyvesant,Private room,65,3,341,
621430,Manhattan,Hell's Kitchen,Private room,90,2,358,
623747,Manhattan,Kips Bay,Entire home/apt,50,30,91,
624222,Manhattan,Harlem,Entire home/apt,136,2,6,
625197,Brooklyn,Williamsburg,Entire home/apt,400,3,83,
625365,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,4,29,
627432,Manhattan,East Village,Entire home/apt,165,7,32,
628078,Manhattan,Harlem,Entire home/apt,105,14,0,
628227,Manhattan,Hell's Kitchen,Entire home/apt,148,4,0,
629315,Brooklyn,Fort Greene,Entire home/apt,120,3,189,
629770,Manhattan,Gramercy,Entire home/apt,99,8,0,
629774,Manhattan,East Village,Entire home/apt,175,1,0,
629855,Brooklyn,Williamsburg,Private room,85,2,0,
629949,Manhattan,Upper East Side,Private room,80,1,319,
630034,Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,2,338,
633276,Queens,Long Island City,Private room,89,1,50,
633950,Manhattan,SoHo,Shared room,195,2,0,
634353,Manhattan,Upper West Side,Entire home/apt,1000,30,364,
635114,Manhattan,Greenwich Village,Entire home/apt,225,4,172,
635282,Brooklyn,Williamsburg,Entire home/apt,165,2,0,
635662,Brooklyn,Windsor Terrace,Private room,60,2,86,
636391,Manhattan,West Village,Entire home/apt,165,5,87,
637228,Brooklyn,Bushwick,Private room,80,14,67,
637504,Queens,Sunnyside,Private room,52,3,0,
637716,Manhattan,Nolita,Entire home/apt,160,4,0,
638894,Brooklyn,Crown Heights,Entire home/apt,110,5,15,
638898,Manhattan,Upper West Side,Private room,60,2,0,
639199,Staten Island,Tottenville,Entire home/apt,299,3,245,
639781,Manhattan,East Village,Entire home/apt,200,6,128,
640589,Manhattan,West Village,Entire home/apt,700,5,365,
640691,Brooklyn,Cobble Hill,Private room,120,3,271,
640990,Manhattan,East Harlem,Private room,65,2,32,
641768,Manhattan,Hell's Kitchen,Entire home/apt,263,30,33,
642682,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,20,149,
,,,,,,,
643948,Manhattan,Inwood,Private room,60,2,156,
644464,Brooklyn,Williamsburg,Private room,350,2,365,
644575,Staten Island,Tompkinsville,Private room,71,2,352,
644833,Manhattan,Harlem,Entire home/apt,433,5,318,
644869,Manhattan,Harlem,Private room,79,3,329,
645075,Manhattan,Hell's Kitchen,Private room,140,2,0,
645693,Queens,Astoria,Private room,61,4,335,
645922,Manhattan,Midtown,Private room,100,3,0,
645942,Manhattan,Nolita,Entire home/apt,250,4,347,
646147,Manhattan,Harlem,Private room,145,3,44,
646391,Brooklyn,Bedford-Stuyvesant,Shared room,45,4,0,
646458,Brooklyn,Williamsburg,Private room,73,6,310,
647413,Brooklyn,Prospect Heights,Entire home/apt,150,3,68,
647520,Manhattan,NoHo,Entire home/apt,234,20,302,
647580,Manhattan,East Village,Entire home/apt,150,1,0,
648047,Manhattan,Gramercy,Private room,65,4,182,
648246,Brooklyn,Williamsburg,Entire home/apt,195,1,270,
649903,Brooklyn,Crown Heights,Entire home/apt,90,7,0,
651375,Manhattan,SoHo,Entire home/apt,595,5,169,
651475,Manhattan,Gramercy,Private room,109,1,276,
651648,Brooklyn,Clinton Hill,Entire home/apt,200,3,365,
652371,Manhattan,Midtown,Entire home/apt,90,30,358,
652466,Manhattan,Kips Bay,Entire home/apt,100,30,342,
652515,Manhattan,Hell's Kitchen,Entire home/apt,85,30,223,
652648,Manhattan,Kips Bay,Entire home/apt,87,30,363,
652691,Manhattan,Upper West Side,Entire home/apt,95,30,365,
654005,Manhattan,Upper West Side,Entire home/apt,349,3,341,
654232,Manhattan,East Village,Entire home/apt,99,3,0,
654612,Manhattan,Hell's Kitchen,Entire home/apt,160,2,105,
655230,Manhattan,Chinatown,Entire home/apt,149,4,203,
655472,Brooklyn,Crown Heights,Entire home/apt,60,3,0,
655783,Manhattan,Midtown,Entire home/apt,285,7,0,
656281,Brooklyn,Kensington,Private room,72,1,312,
657005,Manhattan,West Village,Entire home/apt,150,16,339,
657198,Brooklyn,Columbia St,Entire home/apt,200,3,0,
657217,Manhattan,Upper East Side,Private room,79,1,247,
657727,Manhattan,Upper West Side,Entire home/apt,197,1,269,
658008,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,3,218,
